name,location,email,rating,review_count,url,phone_clean,has_email,price,city,region,city_key
Havana,"Shop U2, Boulevard Level, Suncoast Casino 20 Battery Beach Road, Durban 4001 South Africa",events@havanagrill.co.za,4.2,574.0,https://www.tripadvisor.com/Restaurant_Review-g312595-d870670-Reviews-Havana-Durban_KwaZulu_Natal.html,27647571141.0,1.0,$32–64,Durban,Africa,Durban
9th Avenue Marina,"2 Maritime Place, Durban 4001 South Africa",info@9thavewaterside.co.za,4.5,700.0,https://www.tripadvisor.com/Restaurant_Review-g312595-d968293-Reviews-9th_Avenue_Marina-Durban_KwaZulu_Natal.html,27319404628.0,1.0,$16–32,Durban,Africa,Durban
Lucky Shaker,"5 Park Lane Parkside, Umhlanga, Durban 4319 South Africa",umhlanga@luckyshaker.com,4.9,26.0,https://www.tripadvisor.com/Restaurant_Review-g312595-d9817979-Reviews-Lucky_Shaker-Durban_KwaZulu_Natal.html,27845672565.0,1.0,$21–43,Durban,Africa,Durban
Las Hijas De La Tostada,"Avenida Kukulkan Km 3.5, Cancun 77500 Mexico",lashijasdelatostadacancun@gmail.com,4.0,238.0,https://www.tripadvisor.com/Restaurant_Review-g150807-d13722312-Reviews-Las_Hijas_De_La_Tostada-Cancun_Yucatan_Peninsula.html,525521538082.0,1.0,$11–22,Cancun,Mexico,Cancun
La Vagabunda De La 5th,"5ta Av. Entre Calles 24 Y 26, Playa del Carmen 77710 Mexico",direccion3826@gmail.com,4.6,7345.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d1050347-Reviews-La_Vagabunda_De_La_5th-Playa_del_Carmen_Yucatan_Peninsula.html,529841763145.0,1.0,$11–22,Playa,Mexico,Playa Del Carmen
La Cueva del Chango,"Calle 38 Norte Entre 5ta Avenida y el Mar, Playa del Carmen 77710 Mexico",info@lacuevadelchango.com,4.4,3363.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d1108648-Reviews-La_Cueva_del_Chango-Playa_del_Carmen_Yucatan_Peninsula.html,529841470271.0,1.0,$16–32,Playa,Mexico,Playa Del Carmen
Asadero El Pollo,"20 Avenida Nte. 652, Playa del Carmen 77710 Mexico",,4.8,263.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d1108657-Reviews-Asadero_El_Pollo-Playa_del_Carmen_Yucatan_Peninsula.html,529818167557.0,0.0,$11–21,Playa,Mexico,Playa Del Carmen
Zitla,"Calle 12 Lote 007 Entre 15 Y 20 Avenida, Playa del Carmen 77710 Mexico",playa@zitla.mx,4.9,4756.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d13361269-Reviews-Zitla-Playa_del_Carmen_Yucatan_Peninsula.html,529848733315.0,1.0,$16–32,Playa,Mexico,Playa Del Carmen
Restaurante Ha',"Chetumal Highway - Puerto Juárez Kilometro 282 Hotel Xcaret México, Playa del Carmen 77710 Mexico",ha@hotelxcaret.com,4.8,522.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d13983595-Reviews-Restaurante_Ha-Playa_del_Carmen_Yucatan_Peninsula.html,529841591635.0,1.0,$43–86,Playa,Mexico,Playa Del Carmen
Porfirio's Restaurante,"5TA Avenida Esq. Calle 12 Col, Calle 12 Nte, Centro, Gonzalo Guerrero, Playa del Carmen 77710 Mexico",ventas@andermail.com,4.8,5736.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d17328287-Reviews-Porfirio_s_Restaurante-Playa_del_Carmen_Yucatan_Peninsula.html,529848772366.0,1.0,$32–64,Playa,Mexico,Playa Del Carmen
Alux Restaurante and Lounge,"Av. Benito Juarez Garcia 217 -2, Playa del Carmen 77710 Mexico",contact@aluxrestaurant.com,4.2,3412.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d1756387-Reviews-Alux_Restaurante_and_Lounge-Playa_del_Carmen_Yucatan_Peninsula.html,529841583840.0,1.0,$43–86,Playa,Mexico,Playa Del Carmen
Oh Lala! International Cuisine by George,"10th Avenue, between 28th &30th streets Below The Fiesta Inn Hotel, Playa del Carmen 77710 Mexico",ohlala254@hotmail.com,4.8,2598.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d2183692-Reviews-Oh_Lala_International_Cuisine_by_George-Playa_del_Carmen_Yucatan_Peninsula.html,5219841274844.0,1.0,$32–64,Playa,Mexico,Playa Del Carmen
Trattoria Del Centro,"Calle 26 Norte Between Avenue 10 and Avenue 5, Playa del Carmen 77720 Mexico",trattoriaplaya@gmail.com,4.8,2392.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d2350830-Reviews-Trattoria_Del_Centro-Playa_del_Carmen_Yucatan_Peninsula.html,5219841823432.0,1.0,$21–43,Playa,Mexico,Playa Del Carmen
Rockas Jamaican Kitchen,"Calle 38 Norte And Calle Flamingo Miranda Place 1 And 2, Playa del Carmen 77710 Mexico",rockasjam@gmail.com,4.9,2328.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d24000893-Reviews-Rockas_Jamaican_Kitchen-Playa_del_Carmen_Yucatan_Peninsula.html,529842779119.0,1.0,$16–32,Playa,Mexico,Playa Del Carmen
Estero,"Carretera Chetumal-Puerto Juárez Km. 282, Casa de la Playa, Playa del Carmen 77710 Mexico",hesterocdlp@hotelxcaret.com,5.0,8.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d25087469-Reviews-Estero-Playa_del_Carmen_Yucatan_Peninsula.html,529842571350.0,1.0,$43–86,Playa,Mexico,Playa Del Carmen
Las Quekas,"Avenida 10, sur 13, Playa del Carmen 77710 Mexico",,3.6,14.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d2538173-Reviews-Las_Quekas-Playa_del_Carmen_Yucatan_Peninsula.html,,0.0,$16–32,Playa,Mexico,Playa Del Carmen
La Coronela Playa,"1st Stree South Between 5th & 10th Av 1rs Stree South Between 5th & 10th Avenue, Playa del Carmen 77710 Mexico",gricelrubio1@gmail.com,4.6,280.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d5037774-Reviews-La_Coronela_Playa-Playa_del_Carmen_Yucatan_Peninsula.html,529841341254.0,1.0,$21–43,Playa,Mexico,Playa Del Carmen
Fuego Santo,"Avenida 25, Norte entre Calles 28 y 30, Gonzalo Guerrero, Playa del Carmen 77710 Mexico",capacitacion@zitla.mx,4.9,1070.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d6437365-Reviews-Fuego_Santo-Playa_del_Carmen_Yucatan_Peninsula.html,529848030910.0,1.0,$32–64,Playa,Mexico,Playa Del Carmen
El Fogon,"Avenida Constituyentes, Playa del Carmen 77720 Mexico",savannahrodriguezfjlbvyoi@gmail.com,4.6,6839.0,https://www.tripadvisor.com/Restaurant_Review-g150812-d804747-Reviews-El_Fogon-Playa_del_Carmen_Yucatan_Peninsula.html,529848030885.0,1.0,$16–32,Playa,Mexico,Playa Del Carmen
Cetli,"Carretera Tulum - Coba km 2.5, Tulum 77780 Mexico",cetlitulum@gmail.com,4.5,587.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d1154184-Reviews-Cetli-Tulum_Yucatan_Peninsula.html,529841080681.0,1.0,$27–54,Tulum,Mexico,Tulum
Casa Maria,"Carretera Boca Paila Km 2.5 Diamante Hotel & Resturant, Tulum 77780 Mexico",info@diamantek.com,4.9,1056.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d15294346-Reviews-Casa_Maria-Tulum_Yucatan_Peninsula.html,529848762115.0,1.0,$32–64,Tulum,Mexico,Tulum
Chambao Tulum,"Carretera Tulum-Boca Paila Zona Hotelera Km 7, Tulum 77780 Mexico",tulum@chambaorestaurant.com,4.9,1730.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d21510192-Reviews-Chambao_Tulum-Tulum_Yucatan_Peninsula.html,529986900271.0,1.0,$32–64,Tulum,Mexico,Tulum
Hartwood,"Tulum Beach Road, Tulum 77780 Mexico",info@hartwoodtulum.com,4.1,2146.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d2169794-Reviews-Hartwood-Tulum_Yucatan_Peninsula.html,,1.0,$43–86,Tulum,Mexico,Tulum
El Camello Jr.,"Carretera Chetumal-cancun Locales 1 Y 2 Lte 3 Mza 40, Centro, Tulum Mexico",,4.2,23.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d23337764-Reviews-El_Camello_Jr-Tulum_Yucatan_Peninsula.html,529848712036.0,0.0,$16–32,Tulum,Mexico,Tulum
Los Morros Aldea Zama,"And. Kaan, Tulum 77765 Mexico",,4.1,36.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d23680679-Reviews-Los_Morros_Aldea_Zama-Tulum_Yucatan_Peninsula.html,,0.0,$16–32,Tulum,Mexico,Tulum
Negro Huitlacoxe,"Calle Andromeda Oriente #87 MZ 05 LT08, entre Centauro sur y Satélite sur, Tulum, Q.R.Sur Andromeda Street Between Centauro, Tulum 77760 Mexico",negrohuitlacoxe.1@gmail.com,5.0,1337.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d23953962-Reviews-Negro_Huitlacoxe-Tulum_Yucatan_Peninsula.html,529843211409.0,1.0,$16–32,Tulum,Mexico,Tulum
Antojitos La Chiapaneca,"Calle Acuario Nte. 3, Tulum 77760 Mexico",,4.6,998.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d2416443-Reviews-Antojitos_La_Chiapaneca-Tulum_Yucatan_Peninsula.html,529841123249.0,0.0,$11–21,Tulum,Mexico,Tulum
Lula's Kitchen,"Carr. Tulum-Boca Paila km 8.1 Lula Seaside Boutique Hotel, Tulum 77760 Mexico",reservations.lula@colibriboutiquehotels.com,4.9,813.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d27105003-Reviews-Lula_s_Kitchen-Tulum_Yucatan_Peninsula.html,529842103028.0,1.0,$16–32,Tulum,Mexico,Tulum
Kitchen Table Tulum,"Boca-Paila Road, Km 7 Cross Kukulkan Avenue, Tulum 77780 Mexico",kitchentabletulum25@gmail.com,4.6,1243.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d7702454-Reviews-Kitchen_Table_Tulum-Tulum_Yucatan_Peninsula.html,529841407669.0,1.0,$43–86,Tulum,Mexico,Tulum
Taqueria Honorio,"Satélite Sur 19, Tulum 77760 Mexico",,4.7,839.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d8125485-Reviews-Taqueria_Honorio-Tulum_Yucatan_Peninsula.html,529847450674.0,0.0,$11–21,Tulum,Mexico,Tulum
Sabor De Mar,"Calle Sagitario Ote. s/n Between Satélite Avenue And Géminis Street, Tulum 77760 Mexico",comunicacionsabordemar@gmail.com,4.7,704.0,https://www.tripadvisor.com/Restaurant_Review-g150813-d8830239-Reviews-Sabor_De_Mar-Tulum_Yucatan_Peninsula.html,529843214342.0,1.0,$16–32,Tulum,Mexico,Tulum
Wild,"Carretera Tulum-Boca Paila Kilometer 10, Tulum Beach, Tulum 77880 Mexico",reservations@wildtulum.com,4.6,543.0,https://www.tripadvisor.com/Restaurant_Review-g23240074-d11932965-Reviews-Wild-Tulum_Beach_Tulum_Yucatan_Peninsula.html,529841308295.0,1.0,$43–86,Tulum,Mexico,Tulum
Nü Tulum,"Carretera Tulum-Boca Paila km. 8.7, Tulum Beach, Tulum 77760 Mexico",reservations@nutulum.com,4.6,463.0,https://www.tripadvisor.com/Restaurant_Review-g23240074-d13838689-Reviews-Nu_Tulum-Tulum_Beach_Tulum_Yucatan_Peninsula.html,529841343954.0,1.0,$32–64,Tulum,Mexico,Tulum
Bal Nak',"Av. Boca Paila KM 7.5, Tulum Beach, Tulum 77766 Mexico",reservations@balnaktulum.com,4.8,318.0,https://www.tripadvisor.com/Restaurant_Review-g23240074-d15220121-Reviews-Bal_Nak-Tulum_Beach_Tulum_Yucatan_Peninsula.html,529842655879.0,1.0,$32–64,Tulum,Mexico,Tulum
ARCA,"Carretera Tulum Boca Paila Km 7.6, Tulum Beach, Tulum 77780 Mexico",contact@arcatulum.com,4.3,1054.0,https://www.tripadvisor.com/Restaurant_Review-g23240074-d7939999-Reviews-ARCA-Tulum_Beach_Tulum_Yucatan_Peninsula.html,529841772231.0,1.0,$43–86,Tulum,Mexico,Tulum
The Real Coconut,"Carretera Punta Piedra Punta Allen KM 8.2 ejido Jose Maria Pino Suarez, Tulum Beach, Tulum 77780 Mexico",ricardo@sanaratulum.com,4.5,439.0,https://www.tripadvisor.com/Restaurant_Review-g23240074-d9726205-Reviews-The_Real_Coconut-Tulum_Beach_Tulum_Yucatan_Peninsula.html,529841798099.0,1.0,$43–86,Tulum,Mexico,Tulum
Restaurant El Djenina,"140 Didouche Mourad Street, Algiers 16000 Algeria",reservation@eldjenina.com,4.0,288.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1025301-Reviews-Restaurant_El_Djenina-Algiers_Algiers_Province.html,21321614026.0,1.0,$7–14,Algiers,Algeria,Algiers
Saladbox,"Boulevard du 11 Decembre 1960 El Biar, Algiers 16058 Algeria",ceo@fredman.co,4.7,117.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d10779908-Reviews-Saladbox-Algiers_Algiers_Province.html,213550988197.0,1.0,$3–6,Algiers,Algeria,Algiers
Taj Mahal,"7 Rue Idir Toumi Ben Aknoun, Algiers 16000 Algeria",alger.tajmahal@gmail.com,4.2,799.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1211321-Reviews-Taj_Mahal-Algiers_Algiers_Province.html,213673145490.0,1.0,$7–14,Algiers,Algeria,Algiers
Auberge Du Moulin,"24 rue Abane Ramdane, Cheragua, Algiers Algeria",contact@aubergedumoulin.dz,3.9,251.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1211360-Reviews-Auberge_Du_Moulin-Algiers_Algiers_Province.html,21323358326.0,1.0,$7–14,Algiers,Algeria,Algiers
El Mordjane,"172, rue Hassiba Benbouali, Algiers 16015 Algeria",h1540-fb@sofitel.com,4.2,67.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1211369-Reviews-El_Mordjane-Algiers_Algiers_Province.html,21321685210.0,1.0,$7–14,Algiers,Algeria,Algiers
,,,,,https://www.tripadvisor.com/Restaurant_Review-g293718-d1211380-Reviews-Le_Normand-Algiers_Algiers_Province.html,,0.0,,Algiers,,Algiers
Restaurant El Boustene,"Bois des Arcades Riadh El Feth, Algiers Algeria",,3.9,172.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1211388-Reviews-Restaurant_El_Boustene-Algiers_Algiers_Province.html,21321669271.0,0.0,$7–14,Algiers,Algeria,Algiers
Tantra Restaurant & Lounge,"El Madania, Algiers 16000 Algeria",kamal.oukherfalla@gmail.com,3.8,300.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d1576531-Reviews-Tantra_Restaurant_Lounge-Algiers_Algiers_Province.html,21321654654.0,1.0,$7–14,Algiers,Algeria,Algiers
au bon gibier,"Bois Des Arcades, Algiers Algeria",,3.7,143.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d3253030-Reviews-Au_bon_gibier-Algiers_Algiers_Province.html,21321662980.0,0.0,$7–14,Algiers,Algeria,Algiers
The Brunch Box,"Coopérative El Afak, Algiers 16005 Algeria",thebrunchboxalgerie@gmail.com,4.8,36.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d32761663-Reviews-The_Brunch_Box-Algiers_Algiers_Province.html,213770413734.0,1.0,$7–14,Algiers,Algeria,Algiers
Caracoya,"3 Rue de Pierre, Algiers 16000 Algeria",,4.0,128.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d3636171-Reviews-Caracoya-Algiers_Algiers_Province.html,213771091213.0,0.0,$7–14,Algiers,Algeria,Algiers
Le Bardo,"2 Bd Franklin Roosewelt Alger Centre, Algiers Algeria",,4.4,110.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d8626689-Reviews-Le_Bardo-Algiers_Algiers_Province.html,21321610060.0,0.0,$7–14,Algiers,Algeria,Algiers
Restaurant Signature,"09 Boulevard du 11 Decembre 1960 Val d'Hydra, Algiers 16000 Algeria",signature_dz@hotmail.com,4.1,270.0,https://www.tripadvisor.com/Restaurant_Review-g293718-d8651929-Reviews-Restaurant_Signature-Algiers_Algiers_Province.html,213799308766.0,1.0,$7–14,Algiers,Algeria,Algiers
Sapori D'Italia,"Log 3 Ilot H7/A Bloc C2 Hai Khemisti, Oran 31000 Algeria",nonor1964@gmail.com,4.8,4.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d10797873-Reviews-Sapori_D_Italia-Oran_Oran_Province.html,213553450104.0,1.0,,Oran,Algeria,Oran
Restaurant Pizzeria 111,#4 of 137 Restaurants in Oran,,4.2,33.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d11717912-Reviews-Restaurant_Pizzeria_111-Oran_Oran_Province.html,,0.0,,Oran,Oran,Oran
Restaurant  Bab El Hara,"31 Bassoul Allal Choupot, Oran 31331 Algeria",,4.5,4.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d14759912-Reviews-Restaurant_Bab_El_Hara-Oran_Oran_Province.html,21341245552.0,0.0,,Oran,Algeria,Oran
La Frégate,"Résidence Sofia Leonor, Hai Akid Lotfi, Oran 31093 Algeria",,4.4,63.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d15097464-Reviews-La_Fregate-Oran_Oran_Province.html,213555652023.0,0.0,$7–14,Oran,Algeria,Oran
Le Ciel D'Oran,"Route des Falaises Avenue Canastel Sheraton Oran Hotel & Towers, Oran 31025 Algeria",hb8l9-RE@accor.com,3.6,71.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d1528401-Reviews-Le_Ciel_D_Oran-Oran_Oran_Province.html,21341590100.0,1.0,$7–14,Oran,Algeria,Oran
Saiko Sushi Oran,"HaEl Yasmine Pos 52, Sidi Yakhlef Immobilier En Face La Cite Hasnaoui, Oran 31000 Algeria",saikosushi31000@gmail.com,4.7,3.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d15613715-Reviews-Saiko_Sushi_Oran-Oran_Oran_Province.html,213793545146.0,1.0,$7–14,Oran,Algeria,Oran
Les Ambassadeurs,"1 Bd de La Soummam, Oran 31000 Algeria",,3.7,32.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d1571516-Reviews-Les_Ambassadeurs-Oran_Oran_Province.html,21341981000.0,0.0,$7–14,Oran,Algeria,Oran
La Comete,"1, Rue de la Paix, Oran Algeria",,4.0,163.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d1573059-Reviews-La_Comete-Oran_Oran_Province.html,21341394584.0,0.0,$7–14,Oran,Algeria,Oran
Bekhchi ' S,"Hai Khemisti, Akid Lotfi, Oran Algerie, Oran Algeria",,3.6,155.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d3965960-Reviews-Bekhchi_S-Oran_Oran_Province.html,21341621509.0,0.0,,Oran,Algeria,Oran
Maharaja Indian Restaurant,"02, Cite Courbet, Hai Seddikia, Oran Algeria",,3.8,114.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d7714295-Reviews-Maharaja_Indian_Restaurant-Oran_Oran_Province.html,21341427222.0,0.0,$7–14,Oran,Algeria,Oran
Vanille Fraise,"6 Rue Wahrani Boumediene, Oran Algeria",Hafeda15@yahoo.fr,4.4,58.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d8059441-Reviews-Vanille_Fraise-Oran_Oran_Province.html,213770141139.0,1.0,$7–14,Oran,Algeria,Oran
Ambiance La Villa,"45 Rue Wahrani Boumediene Courbet, Oran 31000 Algeria",Villaambiance3@gmail.com,4.3,159.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d8631977-Reviews-Ambiance_La_Villa-Oran_Oran_Province.html,213553890541.0,1.0,$7–14,Oran,Algeria,Oran
Restaurant Villa Saint Tropez,"31, rue General Darbonville, Oran Algeria",lakhdari2000@free.fr,3.0,45.0,https://www.tripadvisor.com/Restaurant_Review-g303167-d9867458-Reviews-Restaurant_Villa_Saint_Tropez-Oran_Oran_Province.html,213551742418.0,1.0,$7–14,Oran,Algeria,Oran
La Divina Comida,"Avenida Escazu, contiguo al hospital CIMA Escazú, San Jose 00000 Costa Rica",info@ladivinacomidacr.com,4.3,692.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d1052433-Reviews-La_Divina_Comida-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50661957147.0,1.0,$7–14,San,Rica,San Jose
Restaurante El Lobo Mestizo,"Av. 2 In front of the Parque de la Democracia, San Jose 1225 Costa Rica",info@lobomestizo.com,4.4,54.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d10760377-Reviews-Restaurante_El_Lobo_Mestizo-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50683837098.0,1.0,$7–14,San,Rica,San Jose
Colonia Escalante,"Calle 33 990 Barrio Escalante, San Jose 10101 Costa Rica",hola@colonia.bar,4.4,39.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d11725994-Reviews-Colonia_Escalante-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50640304418.0,1.0,$3–7,San,Rica,San Jose
Apotecario,"Avenida 9, Calle 31 Barrio Escalante, San Jose Costa Rica",hola@apotecariocr.com,4.5,126.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d12187989-Reviews-Apotecario-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50688910112.0,1.0,$7–14,San,Rica,San Jose
Restaurante Silvestre,"Ave. 11 Calle 3A # 955 Barrio Amón, San Jose 10101 Costa Rica",info@restaurantesilvestre.com,4.7,664.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d12689783-Reviews-Restaurante_Silvestre-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622212465.0,1.0,$7–14,San,Rica,San Jose
Restaurante Mirador Ram Luna,"Del Centro de Aserri 5 km Carretera a Tarbaca, San Jose 10601 Costa Rica",info@ramlunacr.com,4.3,533.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d1310527-Reviews-Restaurante_Mirador_Ram_Luna-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50683813182.0,1.0,$7–14,San,Rica,San Jose
Hoplers,"Los Yoses Centro, San Jose 11501 Costa Rica",qjernesto@gmail.com,4.8,43.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d15032623-Reviews-Hoplers-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50684243953.0,1.0,$7–14,San,Rica,San Jose
El Social,"Avenida 3 corner Calle 9, San Jose 10101 Costa Rica",elsocialcr@gmail.com,4.2,37.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d15104958-Reviews-El_Social-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622481407.0,1.0,$7–14,San,Rica,San Jose
11.47 Restaurante,"De La Avenida 11, 47 Varas Al Norte, Barrio Aranjuez, San Jose 10101 Costa Rica",11.47@hotelaranjuez.com,4.7,180.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d15648088-Reviews-11_47_Restaurante-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50686032191.0,1.0,$7–14,San,Rica,San Jose
El Taller De Billy Sazón,"Av 25, San Jose 10109 Costa Rica",billysazoncr@gmail.com,5.0,349.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d18455354-Reviews-El_Taller_De_Billy_Sazon-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50661165797.0,1.0,$7–14,San,Rica,San Jose
Enbocacr,"Sabana Oeste Frente al Estadio Nacional Contiguo A Mc Donalds., San Jose Costa Rica",info@enbocacr.com,4.9,609.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d18962596-Reviews-Enbocacr-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50684484495.0,1.0,$3–7,San,Rica,San Jose
Rosti - Desamparados,"Centro Comercial Desamparados, San Jose 10301 Costa Rica",marketing@rostipromos.com,5.0,346.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d24107804-Reviews-Rosti_Desamparados-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622770939.0,1.0,$3–7,San,Rica,San Jose
Rosti - Sabana,"100 mts este del ICE Mata Redonda, San Jose 10108 Costa Rica",info@rosti.cr,4.9,525.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d24107950-Reviews-Rosti_Sabana-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622178787.0,1.0,$3–7,San,Rica,San Jose
Rosti - Guadalupe,"Calle 31 In front of the Napoleon Quesada High School, San Jose 10101 Costa Rica",,5.0,333.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d24107960-Reviews-Rosti_Guadalupe-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622178787.0,0.0,$3–7,San,Rica,San Jose
Aqui Es,"Avenida 2 y Calle 38 100 Sur Del Edificio Colón, San Jose 10108 Costa Rica",productos_argentinos@hotmail.com,4.5,289.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d2542182-Reviews-Aqui_Es-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622215727.0,1.0,$3–7,San,Rica,San Jose
Los Tres Perros,"Ruta Nacional Secundaria 104, San Jose 08010 Costa Rica",info@enbocacr.com,4.9,469.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d26438658-Reviews-Los_Tres_Perros-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50684484495.0,1.0,$3–7,San,Rica,San Jose
Craic Irish Pub,"Calle 25 83 100 East of Intaco or 100 meters south of the Nicaraguan embassy, San Jose 10104 Costa Rica",,4.0,99.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d2708099-Reviews-Craic_Irish_Pub-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50689794010.0,0.0,$7–14,San,Rica,San Jose
Sapore Trattoria,"75 metros oeste de Plaza de la Democracia Curridabat, de la POPS 75 al este, Frente al CFIA, San Jose 10104 Costa Rica",saporelatrattoria@gmail.com,4.6,1018.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d3845939-Reviews-Sapore_Trattoria-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622228906.0,1.0,$7–14,San,Rica,San Jose
Furca,"Boulevard Rohrmoser Detrás de la Nunciatura, 200 meters west of the Scotiabank, diagonal to the Lafise Bank, San Jose 10108 Costa Rica",info@furca.cr,4.5,665.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d3946311-Reviews-Furca-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50683497777.0,1.0,$7–14,San,Rica,San Jose
Tenedor Argentino,"Av Segunda South coast front of the National Theatre, San Jose 10104 Costa Rica",info@tenedorargentino.com,4.7,2155.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d4471802-Reviews-Tenedor_Argentino-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622215152.0,1.0,$7–14,San,Rica,San Jose
Central Pub,"Paseo Colón, San Jose Costa Rica",,3.9,106.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d4925257-Reviews-Central_Pub-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50640307500.0,0.0,$7–14,San,Rica,San Jose
La Muny Restaurante & Bar,"Avenida 10 300 mts este de la Municipalidad de San Jose, San Jose 10103 Costa Rica",lamuny@gmail.com,4.2,108.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d5306530-Reviews-La_Muny_Restaurante_Bar-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50622330279.0,1.0,$7–14,San,Rica,San Jose
Piso 3,"Avenida Central Calle 2, San Jose 1000 Costa Rica",info@pubp3.com,3.9,66.0,https://www.tripadvisor.com/Restaurant_Review-g309293-d6541765-Reviews-Piso_3-San_Jose_San_Jose_Metro_Province_of_San_Jose.html,50640565604.0,1.0,$3–7,San,Rica,San Jose
